,image_name,eps,score
0,beb3e55c385feb12,0.00784313725490196,0.023723697821326054
1,beb3e55c385feb12,0.01568627450980392,0.07119305800327545
2,beb3e55c385feb12,0.03137254901960784,0.34729698976703255
3,beb3e55c385feb12,0.0392156862745098,0.6402039673380491
4,7e5c847bafc4d50c,0.00784313725490196,-0.018940713174114596
5,7e5c847bafc4d50c,0.01568627450980392,0.08288709812760423
6,7e5c847bafc4d50c,0.03137254901960784,0.27356015295493286
7,7e5c847bafc4d50c,0.0392156862745098,0.5003423103040026
8,ed3f9b6a081a4802,0.00784313725490196,0.09647444686725039
9,ed3f9b6a081a4802,0.01568627450980392,0.21611730633736403
10,ed3f9b6a081a4802,0.03137254901960784,0.6245693481815545
11,ed3f9b6a081a4802,0.0392156862745098,0.9967722799307835
12,9db1070b1b9f03d2,0.00784313725490196,0.04606653500550016
13,9db1070b1b9f03d2,0.01568627450980392,-0.08818848372945347
14,9db1070b1b9f03d2,0.03137254901960784,0.0663192690375388
15,9db1070b1b9f03d2,0.0392156862745098,0.22534086157959204
16,380053c506e32105,0.00784313725490196,0.19316758325584085
17,380053c506e32105,0.01568627450980392,0.6804829296234031
18,380053c506e32105,0.03137254901960784,2.205969378529338
19,380053c506e32105,0.0392156862745098,3.1080406964820906
20,fafbad0b3093a886,0.00784313725490196,0.03315492058097274
21,fafbad0b3093a886,0.01568627450980392,0.11435268037042723
22,fafbad0b3093a886,0.03137254901960784,0.3380308426685716
23,fafbad0b3093a886,0.0392156862745098,0.5190699135209565
24,54153d17b11b495c,0.00784313725490196,0.06448941355248551
25,54153d17b11b495c,0.01568627450980392,0.1068708310149768
26,54153d17b11b495c,0.03137254901960784,0.39963862381177606
27,54153d17b11b495c,0.0392156862745098,0.5899737251280587
28,604b54a3b7424d9b,0.00784313725490196,0.13598870846128605
29,604b54a3b7424d9b,0.01568627450980392,0.2151120971188707
30,604b54a3b7424d9b,0.03137254901960784,0.23601539966705465
31,604b54a3b7424d9b,0.0392156862745098,0.6100190709103168
32,3e1e47f5af2a3f16,0.00784313725490196,0.21805039465703854
33,3e1e47f5af2a3f16,0.01568627450980392,0.4796778682586751
34,3e1e47f5af2a3f16,0.03137254901960784,1.1381507159629805
35,3e1e47f5af2a3f16,0.0392156862745098,1.4870392419406104
36,96fcb76927274db6,0.00784313725490196,0.06488224981269525
37,96fcb76927274db6,0.01568627450980392,0.25352183911401666
38,96fcb76927274db6,0.03137254901960784,0.7642669507626347
39,96fcb76927274db6,0.0392156862745098,1.0231561177736903
40,c755f3b0f89028fc,0.00784313725490196,0.17828260341624574
41,c755f3b0f89028fc,0.01568627450980392,0.3400678017855003
42,c755f3b0f89028fc,0.03137254901960784,0.6057321832186304
43,c755f3b0f89028fc,0.0392156862745098,0.601459159476676
44,3bfe9ff7b488485d,0.00784313725490196,0.11415776780544154
45,3bfe9ff7b488485d,0.01568627450980392,0.22077733109311815
46,3bfe9ff7b488485d,0.03137254901960784,1.023369093008864
47,3bfe9ff7b488485d,0.0392156862745098,1.8378545363576049
48,8c975de17f3247d1,0.00784313725490196,0.10483817208643693
49,8c975de17f3247d1,0.01568627450980392,0.4629866472590942
50,8c975de17f3247d1,0.03137254901960784,2.5285711955193473
51,8c975de17f3247d1,0.0392156862745098,4.571831275007255
52,0bd5123017590e39,0.00784313725490196,0.3101819133934086
53,0bd5123017590e39,0.01568627450980392,0.3502284511821159
54,0bd5123017590e39,0.03137254901960784,0.6604924910610449
55,0bd5123017590e39,0.0392156862745098,0.8510961729857959
56,21b0803c965f76ef,0.00784313725490196,-0.012437719162638722
57,21b0803c965f76ef,0.01568627450980392,0.04400220149406342
58,21b0803c965f76ef,0.03137254901960784,0.1577304840208982
